,fnames,ssims
0,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test1.h5,0.9544766
1,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test1.h5,0.95849353
2,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test1.h5,0.96334434
3,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test1.h5,0.96867067
4,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test1.h5,0.97422665
5,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test1.h5,0.97618663
6,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test1.h5,0.9795601
7,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test1.h5,0.98243445
8,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test1.h5,0.9850686
9,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test1.h5,0.9860743
10,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test1.h5,0.98726195
11,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test1.h5,0.9899769
12,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test1.h5,0.9908032
13,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test1.h5,0.99236745
14,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test1.h5,0.9939632
15,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test1.h5,0.995468
16,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test2.h5,0.9719479
17,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test2.h5,0.97245884
18,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test2.h5,0.9728025
19,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test2.h5,0.9733634
20,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test2.h5,0.9718098
21,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test2.h5,0.97275156
22,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test2.h5,0.9746036
23,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test2.h5,0.9773881
24,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test2.h5,0.9795358
25,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test2.h5,0.98031485
26,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test2.h5,0.9802154
27,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test2.h5,0.98125565
28,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test2.h5,0.98315096
29,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test2.h5,0.98796594
30,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test2.h5,0.9943923
31,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test2.h5,0.99977994
32,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test3.h5,0.97770447
33,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test3.h5,0.9809172
34,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test3.h5,0.9812469
35,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test3.h5,0.98297745
36,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test3.h5,0.9842668
37,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test3.h5,0.9844056
38,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test3.h5,0.9847447
39,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test3.h5,0.9862863
40,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test3.h5,0.9867932
41,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test3.h5,0.987639
42,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test3.h5,0.9887765
43,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test3.h5,0.98955554
44,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test3.h5,0.9892276
45,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test3.h5,0.98880535
46,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test3.h5,0.99148923
47,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test3.h5,0.99541575
48,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test4.h5,0.9456785
49,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test4.h5,0.9576623
50,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test4.h5,0.9591784
51,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test4.h5,0.96348214
52,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test4.h5,0.9659481
53,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test4.h5,0.97124094
54,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test4.h5,0.97433734
55,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test4.h5,0.98034036
56,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test4.h5,0.9798033
57,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test4.h5,0.9830847
58,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test4.h5,0.98296803
59,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test4.h5,0.98636216
60,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test4.h5,0.9880542
61,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test4.h5,0.9896758
62,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test4.h5,0.9915026
63,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test4.h5,0.99290276
64,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test5.h5,0.9469772
65,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test5.h5,0.95171714
66,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test5.h5,0.95683146
67,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test5.h5,0.9617279
68,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test5.h5,0.9670987
69,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test5.h5,0.9741602
70,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test5.h5,0.9787944
71,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test5.h5,0.9818724
72,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test5.h5,0.98276955
73,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test5.h5,0.9860248
74,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test5.h5,0.98697233
75,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test5.h5,0.9897024
76,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test5.h5,0.99157673
77,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test5.h5,0.99285674
78,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test5.h5,0.9950147
79,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test5.h5,0.9972508
80,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test6.h5,0.9577727
81,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test6.h5,0.9642644
82,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test6.h5,0.9680048
83,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test6.h5,0.9699601
84,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test6.h5,0.972379
85,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test6.h5,0.97702724
86,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test6.h5,0.97783077
87,result/JB/VarNet/reconstructions_forward/VarNet_fin2_epoch2/brain_test6.h5,0.9792611
